time,fs_10m,fs_30m,fs_50m,fs_70m,fx_10m,fx_30m,fx_50m,fx_70m,wd,qy,sd,Patv
2019/1/1 0:00,2.803,3.355,3.704,4.454,214.542,226.497,230.991,248.016,13.155,874.684,56.987,3.493
2019/1/1 0:15,3.031,2.949,3.498,3.56,216.25,232.957,235.204,256.954,13.139,874.64,57.458,4.330333
2019/1/1 0:30,2.068,2.519,3.142,3.662,250.506,258.277,256.066,267.296,13.129,874.626,57.288,3.617333
2019/1/1 0:45,2.676,2.468,3.525,3.944,236.935,255.176,253.468,266.783,13.125,874.484,57.516,2.656667
2019/1/1 1:00,3.132,2.899,3.422,3.612,209.531,229.481,230.442,248.507,13.117,874.356,58.049,3.807
2019/1/1 1:15,3.796,3.893,4.343,4.809,196.664,213.243,215.63,233.203,13.105,874.188,58.114,6.974333
2019/1/1 1:30,3.335,3.816,4.215,4.251,193.705,216.05,219.093,238.082,13.105,874.132,58.957,7.747667
2019/1/1 1:45,3.132,3.816,4.011,4.175,204.667,226.337,227.563,239.392,13.091,874.005,59.02,7.985667
2019/1/1 2:00,1.359,2.468,3.524,3.637,219.76,243.275,241.312,251.138,13.085,874.005,58.594,5.047333
2019/1/1 2:15,1.435,1.885,3.193,3.406,206.705,242.937,240.174,252.378,13.083,873.805,60.83,4.505666
2019/1/1 2:30,2.119,2.012,2.914,3.203,217.491,247.593,244.984,251.993,13.071,873.819,59.593,4.58
2019/1/1 2:45,1.764,1.683,2.405,2.746,221.363,253.302,251.34,257.341,13.069,873.862,58.793,3.021333
2019/1/1 3:00,1.865,2.164,3.168,3.663,215.16,245.395,243.71,250.811,13.063,873.834,58.783,1.824667
2019/1/1 3:15,2.245,1.708,2.609,3.254,193.395,225.657,231.494,240.774,13.051,873.733,58.87,2.106
2019/1/1 3:30,2.119,2.392,3.015,3.509,194.147,227.845,235.087,241.557,13.046,873.762,59.029,1.898667
2019/1/1 3:45,1.739,1.987,3.015,3.127,223.618,252.426,249.302,256.053,13.042,873.92,59.428,1.969333
2019/1/1 4:00,0.827,2.037,2.711,2.796,267.926,267.087,260.067,276.015,13.028,873.962,60.843,0.570667
2019/1/1 4:15,1.84,2.215,2.558,2.899,209.508,237.017,238.058,251.794,13.029,873.676,62.062,0.249667
2019/1/1 4:30,1.865,2.037,2.761,2.796,208.164,245.687,251.688,259.527,13.017,873.791,61.21,0.194333
2019/1/1 4:45,1.105,0.999,2.507,3.025,214.18,252.991,255.283,265.802,13.011,873.762,61.184,0.755
2019/1/1 5:00,1.612,0.821,1.79,2.363,190.126,231.743,246.563,255.772,13.004,873.492,61.842,0.923
2019/1/1 5:15,1.916,0.948,1.688,2.721,172.069,217.338,235.576,245.394,12.995,873.394,61.583,0.432333
2019/1/1 5:30,2.651,1.429,2.276,3.101,168.912,200.563,213.41,226.484,12.989,873.155,62.108,0.444333
2019/1/1 5:45,1.967,0.441,1.131,2.031,193.762,206.518,213.41,236.733,12.979,873.126,63.056,0.774333
2019/1/1 6:00,0.776,0.34,0.396,1.089,222.051,239.38,250.96,276.975,12.969,872.898,62.475,0.459
2019/1/1 6:15,0.7,0.34,0.725,1.445,237.33,239.392,250.96,276.94,12.962,872.898,62.046,0.167333
2019/1/1 6:30,0.877,0.34,0.801,1.013,237.318,239.38,250.96,276.94,12.949,872.741,62.417,0.776667
2019/1/1 6:45,0.32,0.34,0.32,0.32,237.33,239.357,250.96,276.94,12.94,872.642,63.135,1.038
2019/1/1 7:00,0.32,0.34,1.409,2.286,237.294,239.357,250.96,271.266,12.92,872.755,63.854,0.907
2019/1/1 7:15,1.004,0.34,2.199,2.772,202.866,229.271,240.409,265.35,12.915,872.712,62.998,0.775
2019/1/1 7:30,1.46,1.227,2.507,2.821,183.99,225.762,242.389,265.554,12.902,872.797,61.58,0.846
2019/1/1 7:45,0.7,0.34,2.071,3.025,185.365,233.365,249.511,266.877,12.894,873.027,60.596,0.772667
2019/1/1 8:00,0.827,0.467,2.251,3.38,185.412,235.965,246.447,266.783,12.889,873.155,59.75,0.764333
2019/1/1 8:15,2.347,0.34,1.739,2.924,168.324,218.461,239.31,267.087,12.881,873.098,60.022,1.063667
2019/1/1 8:30,2.955,1.227,2.482,3.457,168.923,202.725,227.482,254.952,12.876,873.17,60.75,0.928667
2019/1/1 8:45,3.514,1.809,2.583,3.637,171.512,196.441,216.273,244.685,12.873,873.098,59.907,0.515
2019/1/1 9:00,3.642,2.671,2.889,3.816,177.031,199.846,209.393,238.418,12.864,873.084,59.368,1.087
2019/1/1 9:15,3.386,2.949,3.32,4.047,186.532,206.783,223.2,243.417,12.871,873.31,57.764,1.722
2019/1/1 9:30,3.183,2.772,3.32,3.587,185.959,213.546,224.815,237.626,12.889,873.394,56.865,1.531
2019/1/1 9:45,3.031,2.417,3.092,3.51,195.638,223.948,232.091,241.042,12.92,873.478,55.85,0.640333
2019/1/1 10:00,2.701,2.291,2.787,3.816,198.768,233.603,234.666,243.16,12.968,873.619,54.224,2.459667
2019/1/1 10:15,3.031,3.228,3.397,3.842,205.05,235.601,232.699,239.696,13.008,873.762,53.467,4.918333
2019/1/1 10:30,3.031,2.417,3.067,4.25,209.562,236.362,234.923,239.779,13.07,873.662,52.993,5.505667
2019/1/1 10:45,2.879,2.747,3.73,4.682,209.145,239.299,235.871,244.903,13.177,873.705,51.769,6.203667
2019/1/1 11:00,3.056,2.874,3.985,4.53,209.663,238.468,234.372,247.512,13.263,873.877,50.21,5.153333
2019/1/1 11:15,3.081,3.33,3.806,4.174,196.358,221.935,225.668,238.434,13.388,873.719,50.052,3.644333
2019/1/1 11:30,3.107,3.432,3.678,4.377,210.574,228.863,232.068,239.497,13.476,873.719,47.903,5.060333
2019/1/1 11:45,3.412,3.356,3.909,4.276,237.882,243.978,239.872,247.125,13.618,874.061,44.612,6.636333
2019/1/1 12:00,3.412,3.204,3.959,4.453,235.04,240.06,234.876,245.103,13.794,873.919,45.136,5.308333
2019/1/1 12:15,3.183,2.924,3.449,3.841,239.04,246.155,237.964,246.728,14.027,873.891,43.521,4.117667
2019/1/1 12:30,3.311,3.051,3.576,4.224,239.439,246.518,241.042,251.22,14.255,873.662,41.896,3.934667
2019/1/1 12:45,3.133,2.823,3.168,3.254,237.041,243.815,237.637,241.814,14.415,873.562,41.291,4.547667
2019/1/1 13:00,4.127,3.841,4.214,4.377,237.683,243.991,239.439,249.489,14.927,873.436,40.461,7.632
2019/1/1 13:15,3.567,3.179,3.754,3.586,252.402,259.504,248.424,253.349,14.919,873.324,40.928,10.432
2019/1/1 13:30,3.642,3.586,4.01,4.021,249.782,255.387,244.962,253.163,14.919,873.324,41.791,14.718333
2019/1/1 13:45,3.898,3.868,3.883,4.148,258.674,261.68,256.369,260.137,14.909,873.197,42.023,18.332
2019/1/1 14:00,4.179,4.02,4.316,4.477,263.424,272.937,264.36,268.103,14.902,873.127,42.738,18.783333
2019/1/1 14:15,4.407,4.477,4.9,5.037,253.386,263.729,257.118,264.863,14.901,872.798,42.598,19.661333
2019/1/1 14:30,4.458,4.503,4.951,4.961,257.645,264.757,255.679,262.36,14.895,872.572,42.957,19.63
2019/1/1 14:45,4.483,4.122,4.646,4.986,247.722,255.444,250.355,258.253,14.898,872.502,41.578,20.479668
2019/1/1 15:00,4.455,4.425,4.621,4.707,257.796,263.647,255.035,263.657,14.898,872.177,41.748,21.606
2019/1/1 15:15,3.872,3.815,3.934,4.199,245.242,253.185,251.712,259.832,14.572,872.248,42.108,25.306334
2019/1/1 15:30,4.789,4.58,4.95,5.012,254.275,260.3,253.397,260.838,14.58,872.247,41.108,25.922333
2019/1/1 15:45,5.194,5.366,5.714,5.317,258.732,267.589,260.955,268.502,14.581,872.234,40.925,24.530666
2019/1/1 16:00,5.042,4.961,5.306,5.519,256.626,264.617,258.58,264.044,14.575,872.262,39.994,21.874998
2019/1/1 16:15,4.407,4.3,4.621,4.631,266.291,273.076,266.723,271.028,14.577,872.148,39.055,16.085667
2019/1/1 16:30,4.483,4.224,4.672,4.555,269.472,276.786,269.637,276.06,14.579,872.048,38.344,16.206667
2019/1/1 16:45,4.305,4.122,4.368,4.224,273.978,279.032,272.737,275.393,14.58,871.991,37.367,12.200333
2019/1/1 17:00,4.254,4.148,4.266,4.327,268.338,278.165,272.749,278.927,14.59,872.034,37.345,8.519
2019/1/1 17:15,3.566,3.356,3.858,3.663,295.177,303.051,293.001,296.43,14.598,871.862,37.992,7.44
2019/1/1 17:30,3.287,3.28,3.704,3.561,322.462,326.265,315.279,314.143,14.621,871.694,40.866,8.672
2019/1/1 17:45,4.179,4.377,4.57,4.505,314.296,320.988,314.12,319.654,14.114,871.68,42.421,18.623331
2019/1/1 18:00,4.56,4.682,4.824,4.783,320.824,326.884,319.689,325.913,13.901,871.624,45.162,26.591667
2019/1/1 18:15,4.483,4.833,5.154,5.443,321.35,330.476,323.656,329.576,13.719,871.694,47.582,23.720667
2019/1/1 18:30,3.873,3.919,4.443,4.529,309.71,318.32,313.523,322.567,13.587,871.736,47.779,11.212
2019/1/1 18:45,2.777,3.101,3.652,3.483,308.049,317.583,314.237,323.375,13.493,871.624,47.791,5.133667
2019/1/1 19:00,2.879,2.899,3.422,3.305,306.573,319.15,316.624,321.187,13.437,871.568,49.248,2.518
2019/1/1 19:15,1.941,2.291,3.015,3.382,317.853,327.189,321.608,327.799,13.395,871.596,48.903,1.105333
2019/1/1 19:30,0.345,0.34,0.725,1.317,284.228,324.157,321.51,316.903,13.367,871.582,49.53,1.413
2019/1/1 19:45,0.371,0.34,0.573,0.577,176.585,274.328,296.578,309.568,13.339,871.484,50.039,0.992
2019/1/1 20:00,0.548,0.34,0.32,0.32,163.222,178.648,296.532,309.58,13.316,871.327,48.394,0.924667
2019/1/1 20:15,3.005,2.164,1.536,0.32,147.77,159.878,171.219,309.545,13.301,871.413,49.967,0.965333
2019/1/1 20:30,3.31,2.291,1.995,0.423,143.243,159.087,160.06,282.003,13.29,871.469,50.034,0.995667
2019/1/1 20:45,3.719,2.772,2.456,0.986,143.91,154.02,154.09,154.09,13.275,871.355,49.593,0.799
2019/1/1 21:00,4.231,4.277,3.909,2.924,135.287,143.489,136.412,142.564,13.259,871.284,54.126,1.594667
2019/1/1 21:15,4.409,4.555,4.647,3.178,142.32,148.134,141.57,150.392,13.25,871.055,51.921,5.848667
2019/1/1 21:30,5.118,4.809,4.444,3.791,147.981,158.535,154.265,168.971,13.242,870.802,53.182,5.359667
2019/1/1 21:45,4.434,4.352,4.036,3.153,145.828,157.798,151.574,176.563,13.231,870.647,52.785,2.04
2019/1/1 22:00,3.668,3.33,3.294,2.44,148.707,164.243,157.866,184.133,13.219,870.563,51.69,0.941
2019/1/1 22:15,4.078,3.304,2.939,2.056,145.209,162.967,159.996,186.59,13.215,870.362,52.247,0.632333
2019/1/1 22:30,3.464,3.585,3.423,2.593,152.284,167.707,167.029,184.87,13.203,870.205,53.243,0.275667
2019/1/1 22:45,2.904,2.671,2.43,1.622,151.48,172.047,171.685,194.242,13.195,870.106,51.033,1.277
2019/1/1 23:00,1.789,1.328,1.739,0.832,151.998,170.715,173.452,183.465,13.191,870.106,46.856,1.253333
2019/1/1 23:15,2.093,1.581,2.148,1.774,149.962,162.277,161.81,171.99,13.182,869.952,46.156,1.111
2019/1/1 23:30,1.713,1.252,1.663,1.09,153.04,170.446,161.81,180.468,13.176,869.854,45.322,1.003
2019/1/1 23:45,2.423,2.088,2.353,1.851,154.184,172.236,161.938,180.41,13.169,869.77,44.787,0.972667
2019/1/2 0:00,1.587,1.252,1.917,1.749,164.982,181.61,167.228,187.139,13.162,869.798,45.443,0.960667
2019/1/2 0:15,1.308,1.581,1.612,1.496,211.359,220.332,202.583,223.552,13.154,869.826,44.753,0.965
2019/1/2 0:30,1.232,0.948,1.637,1.318,202.542,242.178,226.39,246.505,13.155,869.626,45.685,0.963333
2019/1/2 0:45,1.409,1.48,1.968,1.597,218.367,242.552,232.827,246.4,13.146,869.541,45.168,0.964333
2019/1/2 1:00,1.688,1.683,1.892,1.343,197.995,236.71,232.745,233.06,13.136,869.412,47.092,0.966667
2019/1/2 1:15,1.561,1.759,1.84,1.876,198.814,241.478,232.71,238.469,13.136,869.27,46.821,0.989
2019/1/2 1:30,1.409,1.556,1.815,2.209,210.227,243.963,232.733,239.158,13.126,869.186,47.109,0.991333
2019/1/2 1:45,1.561,1.581,2.02,1.927,210.25,243.683,232.745,239.392,13.112,869.088,47.24,0.985667
2019/1/2 2:00,2.169,1.657,1.917,1.851,199.813,219.525,232.045,233.836,13.109,868.934,47.685,0.975333
2019/1/2 2:15,2.397,1.733,1.663,2.184,189.202,219.043,229.55,233.799,13.106,868.862,48.778,0.975333
2019/1/2 2:30,2.701,2.265,1.917,2.491,192.088,215.816,229.55,242.493,13.097,868.82,48.894,1.010667
2019/1/2 2:45,2.473,1.835,2.405,2.746,200.842,235.472,238.189,249.901,13.09,868.719,49.129,0.997
2019/1/2 3:00,2.448,2.215,2.787,3.304,216.779,238.61,244.62,264.722,13.087,868.633,49.14,1.084333
2019/1/2 3:15,2.068,2.189,2.353,2.363,215.092,253.187,252.102,276.39,13.08,868.562,50.56,1.083
2019/1/2 3:30,1.46,1.455,2.148,1.902,218.67,263.285,253.77,273.567,13.071,868.619,51.365,1.027333
2019/1/2 3:45,0.523,0.492,1.232,1.597,190.077,263.273,267.46,301.897,13.068,868.49,53.371,0.978333
2019/1/2 4:00,0.32,0.34,0.827,2.286,189.972,263.308,267.46,307.31,13.065,868.336,55.403,0.966333
2019/1/2 4:15,0.421,0.34,0.421,1.85,155.677,263.297,267.472,308.18,13.053,868.182,56.22,0.991
2019/1/2 4:30,0.573,0.34,0.32,1.267,160.58,263.297,267.46,315.114,13.047,868.084,56.621,0.984
2019/1/2 4:45,1.131,0.34,0.32,1.546,167.068,263.285,267.46,319.76,13.04,867.998,55.448,0.976
2019/1/2 5:00,1.156,0.34,0.32,1.115,163.967,263.285,267.46,319.748,13.029,867.855,56.455,0.965667
2019/1/2 5:15,0.725,0.34,0.421,1.774,166.745,263.273,267.46,322.86,13.027,867.769,57.1,0.973
2019/1/2 5:30,1.333,0.34,0.421,1.521,186.427,263.262,267.46,323.27,13.021,867.712,56.614,0.964
2019/1/2 5:45,1.08,0.34,0.32,0.987,186.578,262.748,267.46,327.903,13.009,867.784,56.573,0.960333
2019/1/2 6:00,0.548,0.391,1.181,0.987,216.001,264.654,312.507,344.342,13.001,867.641,56.699,0.970667
2019/1/2 6:15,1.232,0.34,0.903,0.32,238.4,270.982,297.487,344.33,12.991,867.683,57.043,0.982333
2019/1/2 6:30,1.587,0.467,1.029,0.32,238.4,270.993,297.452,344.307,12.986,867.613,57.219,0.973333
2019/1/2 6:45,1.156,0.34,0.345,0.32,232.513,282.977,297.487,344.33,12.971,867.626,58.403,0.962333
2019/1/2 7:00,1.105,0.34,0.32,0.474,223.422,279.51,297.44,344.458,12.969,867.542,59.962,0.975333
2019/1/2 7:15,1.536,0.34,0.32,0.32,209.684,279.474,297.417,355.607,12.956,867.458,60.95,0.97
2019/1/2 7:30,1.055,0.34,0.32,0.32,198.948,222.04,297.405,355.56,12.949,867.5,61.498,0.973
2019/1/2 7:45,0.928,0.34,0.32,1.089,195.575,222.04,297.37,62.095,12.94,867.444,60.927,0.979333
2019/1/2 8:00,1.511,0.34,1.739,2.184,182.613,171.337,119.012,98.63,12.925,867.444,60.11,1.048
2019/1/2 8:15,1.181,0.771,2.174,2.338,165.343,150.963,127.41,98.63,12.913,867.486,60.878,1.031667
2019/1/2 8:30,1.865,0.34,1.739,2.184,118.38,137.109,118.29,98.63,12.901,867.64,59.92,0.992333
2019/1/2 8:45,3.361,1.835,2.456,2.389,112.728,126.057,116.53,98.63,12.894,867.812,60.015,0.977667
2019/1/2 9:00,3.31,1.911,1.943,1.723,114.442,124.672,116.53,98.63,12.893,867.969,58.908,0.976333
2019/1/2 9:15,4.155,2.519,1.688,1.698,132.011,133.38,116.355,98.63,12.897,868.406,57.408,0.981333
2019/1/2 9:30,3.056,0.973,1.764,1.343,111.384,121.714,100.007,87.388,12.915,868.462,56.909,0.988
2019/1/2 9:45,3.335,1.049,1.994,1.47,103.213,104.565,86.653,77.022,12.947,868.691,54.246,0.976667
2019/1/2 10:00,4.383,2.443,1.994,1.013,96.268,110.531,80.637,75.82,12.986,869.004,53.724,0.583
2019/1/2 10:15,5.219,3.868,3.499,2.235,64.081,60.266,57.434,53.268,13.032,868.605,65.17,3.261667
2019/1/2 10:30,4.358,4.277,5.51,5.724,56.967,58.932,48.228,50.624,13.081,868.934,60.79,17.426666
2019/1/2 10:45,4.966,6.126,6.582,5.722,79.267,63.997,50.508,51.727,13.131,869.018,53.86,38.489666
2019/1/2 11:00,5.878,7.678,8.695,7.431,76.739,73.451,65.004,68.001,13.199,868.676,56.823,57.333332
2019/1/2 11:15,5.523,7.37,8.847,8.095,77.126,81.946,73.371,72.329,13.259,868.562,56.095,62.61266
2019/1/2 11:30,5.549,6.938,8.619,8.578,83.479,89.176,77.022,75.688,13.335,868.805,55.455,74.09267
2019/1/2 11:45,5.194,6.43,7.755,9.414,86.756,87.562,76.728,76.331,13.419,868.934,56.047,71.43166
2019/1/2 12:00,5.295,5.898,6.912,7.918,81.455,84.192,74.832,78.682,13.514,869.172,54.919,55.722332
2019/1/2 12:15,6.411,6.481,6.733,6.591,76.494,82.543,74.364,77.816,13.676,869.541,51.877,47.996334
2019/1/2 12:30,6.182,6.202,6.224,6.362,74.025,80.04,73.616,79.185,13.881,869.826,49.915,43.09833
2019/1/2 12:45,6.233,6.177,6.121,6.208,79.266,85.023,76.95,81.068,14.122,869.966,48.318,36.430668
2019/1/2 13:00,6.258,5.923,6.045,6.106,72.024,79.805,73.814,79.173,14.895,870.135,48.039,31.117998
2019/1/2 13:15,5.979,5.746,5.968,5.825,72.376,78.635,73.897,81.432,14.923,870.319,48.767,30.867332
2019/1/2 13:30,5.751,5.67,5.892,5.876,71.088,80.343,76.33,84.497,14.916,870.219,48.164,31.168669
2019/1/2 13:45,5.979,5.391,5.534,5.571,78.823,84.743,77.418,83.665,14.908,870.135,47.824,27.935665
2019/1/2 14:00,5.625,5.67,5.739,5.825,75.406,82.602,75.453,81.759,14.901,870.148,47.847,33.044666
2019/1/2 14:15,6.461,6.379,6.505,6.539,75.008,82.858,78.893,85.901,14.895,869.91,47.465,44.851997
2019/1/2 14:30,7.095,7.039,7.115,7.049,73.113,80.297,74.353,80.624,14.891,869.797,48.663,50.135666
2019/1/2 14:45,6.385,6.329,6.606,6.489,79.057,84.965,77.477,82.718,14.883,869.896,48.833,51.829998
2019/1/2 15:00,6.588,6.659,6.835,6.845,75.605,82.005,74.763,81.397,14.883,870.008,48.846,60.870335
2019/1/2 15:15,7.019,7.142,7.346,7.355,73.979,81.444,74.833,81.76,14.567,869.91,49.97,68.07166
2019/1/2 15:30,6.664,7.065,7.346,7.355,77.185,84.824,77.688,84.988,14.563,869.896,50.888,76.74133
2019/1/2 15:45,7.046,7.244,7.371,7.33,80.613,87.422,80.098,85.924,15.188,869.882,51.336,79.17733
2019/1/2 16:00,7.198,7.344,7.498,7.483,81.76,86.265,77.675,81.443,15.287,869.994,51.427,82.89933
2019/1/2 16:15,6.97,6.963,7.193,7.254,75.207,81.665,75.371,81.701,15.285,870.305,51.359,81.707664
2019/1/2 16:30,7.962,8.212,8.34,8.223,73.126,79.501,73.85,80.004,15.289,870.405,50.964,84.608
2019/1/2 16:45,7.096,7.422,7.728,7.764,74.809,80.823,74.809,80.776,15.3,870.704,51.428,91.18166
2019/1/2 17:00,8.395,8.745,8.67,8.755,72.377,80.555,76.05,83.842,15.301,870.62,50.663,110.30966
2019/1/2 17:15,7.861,8.236,8.567,8.831,78.155,85.105,77.782,82.918,15.31,870.577,51.002,112.20899
2019/1/2 17:30,7.555,7.982,8.467,8.933,76.845,83.163,76.389,83.713,15.317,870.648,51.507,108.444664
2019/1/2 17:45,6.435,7.115,7.805,8.603,76.821,84.38,79.233,86.218,15.331,870.844,53.329,104.061
2019/1/2 18:00,6.207,7.115,7.755,8.705,78.588,84.907,78.483,85.655,14.543,870.914,56.363,111.763
2019/1/2 18:15,6.664,7.729,8.695,9.952,73.838,80.812,76.202,84.03,13.986,870.69,60.018,141.07567
2019/1/2 18:30,6.461,7.6,8.821,10.463,71.569,79.548,75.16,82.027,13.775,870.647,62.044,160.62267
2019/1/2 18:45,6.765,7.831,8.948,11.098,71.954,79.209,73.92,81.151,13.632,870.577,63.48,172.82466
2019/1/2 19:00,6.435,7.473,8.619,10.487,75.301,83.431,78.858,84.929,13.523,870.534,64.278,175.45166
2019/1/2 19:15,6.005,6.937,8.491,11.278,79.945,85.726,79.98,85.936,13.456,870.391,65.184,177.057
2019/1/2 19:30,7.019,8.39,10.248,12.727,81.992,86.732,79.969,84.613,13.411,870.205,65.77,182.22534
2019/1/2 19:45,6.943,8.466,10.274,12.525,83.784,88.287,80.191,84.59,13.377,870.219,68.112,190.09833
2019/1/2 20:00,7.632,9.201,11.011,12.17,86.533,90.98,80.952,83.375,13.348,870.162,67.716,191.424
2019/1/2 20:15,7.273,8.695,11.012,12.474,84.017,88.803,80.578,80.963,13.324,870.106,68.309,194.73734
2019/1/2 20:30,7.376,9.151,10.985,12.651,79.36,86.053,77.957,79.197,13.307,870.106,69.493,194.41566
2019/1/2 20:45,7.019,8.416,10.578,11.687,82.742,87.14,76.424,77.945,13.292,870.19,69.091,189.95099
2019/1/2 21:00,7.299,8.492,10.579,12.221,79.536,85.011,75.055,77.628,13.275,870.276,69.219,182.39198
2019/1/2 21:15,6.815,8.543,10.706,11.942,75.722,82.157,73.453,76.193,13.263,870.391,69.693,169.88799
2019/1/2 21:30,7.3,9.252,10.961,12.702,70.762,77.22,70.094,73.862,13.251,870.391,69.406,166.14166
2019/1/2 21:45,7.708,9.227,11.267,12.322,71.803,78.085,70.049,75.101,13.236,870.548,65.833,163.92966
2019/1/2 22:00,6.791,8.771,11.268,12.449,75.066,79.934,73.464,75.299,13.23,870.648,67.619,172.659
2019/1/2 22:15,6.994,9.049,11.497,12.043,70.246,79.676,72.353,72.775,13.217,870.633,69.73,174.05533
2019/1/2 22:30,7.248,9.607,12.135,11.662,76.284,83.455,74.317,75.278,13.212,870.562,70.703,170.99234
2019/1/2 22:45,7.581,9.733,12.084,11.662,79.197,85.012,75.393,74.843,13.198,870.548,70.79,168.53566
2019/1/2 23:00,7.631,10.088,12.084,11.662,80.32,86.321,74.831,75.885,13.193,870.448,69.647,160.10634
2019/1/2 23:15,7.427,9.885,12.135,11.942,80.836,86.965,75.499,76.928,13.183,870.305,69.992,142.494
2019/1/2 23:30,7.452,9.328,11.728,11.737,84.322,90.044,75.979,77.325,13.18,870.219,70.925,116.82433
2019/1/2 23:45,6.359,8.467,10.884,11.251,84.287,88.557,78.845,78.131,13.173,870.276,70.08,100.00067
2019/1/3 0:00,7.043,8.441,9.916,11.02,87.13,89.164,79.244,79.772,13.158,870.206,68.318,99.286
2019/1/3 0:15,6.081,7.881,10.275,11.713,85.304,84.016,76.051,78.06,13.15,870.248,67.37,106.05666
2019/1/3 0:30,5.929,8.34,10.351,11.764,79.921,80.648,73.908,75.957,13.15,869.994,69.905,114.04
2019/1/3 0:45,6.283,8.339,10.07,11.508,85.902,80.976,74.352,76.553,13.137,869.769,69.428,117.88534
2019/1/3 1:00,6.765,8.492,10.478,11.866,77.137,78.342,73.278,75.195,13.125,869.783,69.174,112.58
2019/1/3 1:15,6.663,7.267,9.891,11.917,86.182,81.103,72.951,75.182,13.128,869.854,69.281,113.67833
2019/1/3 1:30,6.562,8.111,10.325,12.423,85.562,77.501,70.06,72.927,13.115,869.741,68.804,122.01433
2019/1/3 1:45,6.157,8.441,10.401,12.449,71.544,72.553,67.333,72.507,13.11,869.755,68.431,134.59567
2019/1/3 2:00,6.638,9.227,11.165,13.006,72.995,75.851,68.9,72.435,13.103,869.896,66.815,154.34633
2019/1/3 2:15,8.573,11.309,13.25,13.926,72.236,77.559,70.363,73.441,13.099,869.655,67.38,170.75667
2019/1/3 2:30,8.978,11.998,13.685,13.849,71.428,78.692,70.014,72.587,13.089,869.67,65.104,176.01534
2019/1/3 2:45,9.764,12.733,13.967,14.232,72.727,80.496,71.438,74.165,13.085,869.798,64.886,179.75133
2019/1/3 3:00,9.004,12.352,14.12,14.206,79.677,84.474,73.149,73.932,13.084,869.91,64.709,189.88167
2019/1/3 3:15,9.055,12.022,14.221,14.485,74.973,81.666,72.036,71.977,13.07,869.924,66.648,196.76599
2019/1/3 3:30,8.649,11.002,13.506,14.994,80.648,82.32,72.915,71.895,13.069,869.952,67.007,197.51268
2019/1/3 3:45,8.192,10.443,12.667,15.328,76.775,82.32,73.873,73.839,13.065,870.036,67.883,197.65332
2019/1/3 4:00,8.167,10.798,13.225,15.148,81.069,83.842,74.329,74.002,13.059,869.896,68.292,197.53532
2019/1/3 4:15,9.131,11.257,13.326,15.199,85.045,90.29,79.291,76.916,13.047,869.826,66.54,197.57367
2019/1/3 4:30,8.269,10.747,12.945,15.097,83.971,90.441,79.338,78.845,13.045,869.84,66.79,197.60866
2019/1/3 4:45,8.725,11.794,13.66,14.435,74.798,85.689,76.671,78.2,13.037,869.826,66.779,197.01167
2019/1/3 5:00,8.7,11.743,14.068,14.359,70.493,78.108,69.311,73.838,13.03,869.826,66.108,187.02966
2019/1/3 5:15,8.319,10.874,12.946,14.002,72.177,76.261,67.343,72.576,13.024,869.994,63.913,179.45667
2019/1/3 5:30,6.917,9.201,11.523,13.9,73.206,79.537,71.158,73.733,13.024,870.05,65.794,177.46266
2019/1/3 5:45,6.866,8.973,10.63,13.337,77.231,79.056,72.107,75.464,13.011,869.812,67.885,177.20532
2019/1/3 6:00,7.453,8.999,10.528,13.285,72.598,81.524,72.693,74.61,13.007,869.812,66.883,171.31366
2019/1/3 6:15,7.12,9.252,10.198,12.499,71.475,82.309,74.165,75.558,13,869.896,66.812,169.44933
2019/1/3 6:30,6.917,8.948,9.942,11.942,73.768,83.341,74.679,76.928,12.993,869.924,67.482,166.11766
2019/1/3 6:45,7.81,10.037,10.858,12.474,74.575,83.224,74.9,77.442,12.986,869.755,66.968,169.736
2019/1/3 7:00,7.171,9.531,10.96,12.499,70.457,84.018,76.238,78.469,12.98,869.784,66.249,158.07266
2019/1/3 7:15,8.041,9.911,10.883,12.17,72.154,83.352,75.956,78.341,12.971,869.91,65.386,132.13234
2019/1/3 7:30,7.478,9.075,10.147,11.405,75.008,86.509,79.548,83.209,12.963,870.233,63.706,86.19133
2019/1/3 7:45,6.461,7.065,9.05,10.412,84.848,95.086,85.071,87.645,12.951,870.62,63.88,49.043667
2019/1/3 8:00,2.068,3.282,5.841,7.712,117.864,108.575,95.179,93.588,12.944,870.984,63.706,30.182999
2019/1/3 8:15,1.637,1.86,3.78,6.285,115.55,141.23,100.795,94.126,12.938,870.844,70.01,16.711666
2019/1/3 8:30,0.548,0.34,0.751,4.275,97.914,188.543,107.839,91.388,12.915,870.942,71.653,13.106666
2019/1/3 8:45,0.345,0.34,1.384,4.071,81.512,194.835,90.543,81.758,12.911,870.928,75.939,13.661333
2019/1/3 9:00,1.612,1.809,1.844,0.883,174.189,204.011,186.182,93.707,12.901,871.083,78.305,7.753667
2019/1/3 9:15,1.435,2.899,2.609,0.371,198.124,216.402,216.57,151.28,12.901,871.398,77.717,1.744667
2019/1/3 9:30,2.499,3.254,3.218,0.32,201.237,208.233,210.6,151.28,12.923,871.638,78.706,0.41
2019/1/3 9:45,2.397,2.696,2.838,1.242,207.23,213.62,210.915,229.55,12.956,872.091,74.152,0.421667
2019/1/3 10:00,2.144,1.86,2.045,0.986,197.05,215.99,214.11,207.942,12.993,872.474,71.979,1.051667
