time,fs_10m,fs_30m,fs_50m,fs_70m,fx_10m,fx_30m,fx_50m,fx_70m,wd,qy,sd,Patv
2019/1/5 19:45,5.954,6.633,7.267,7.739,66.702,76.926,75.347,85.888,13.358,868.392,64.107,27.335667
2019/1/5 20:00,6.182,6.506,7.216,7.842,65.121,73.358,71.955,81.407,13.326,868.406,63.862,34.866
2019/1/5 20:15,6.334,6.658,6.861,8.096,68.387,80.063,82.367,84.182,13.307,868.49,63.965,36.939667
2019/1/5 20:30,6.233,6.278,7.396,8.603,71.44,86.252,86.698,87.223,13.293,868.491,65.582,32.258
2019/1/5 20:45,6.005,5.923,5.686,7.15,64.454,82.098,89.53,95.529,13.275,868.605,65.784,27.236666
2019/1/5 21:00,5.802,5.366,6.225,7.61,66.982,85.071,91.003,99.966,13.262,868.634,67.312,22.427666
2019/1/5 21:15,5.498,5.594,5.255,6.515,65.238,80.402,93.11,104.236,13.244,868.777,67.864,19.489
2019/1/5 21:30,5.397,5.822,4.469,5.392,75.688,83.503,92.683,102.223,13.233,868.905,68.606,22.226665
2019/1/5 21:45,6.03,5.543,6.861,8.146,77.958,87.398,86.194,95.167,13.223,868.92,68.936,31.464998
2019/1/5 22:00,4.611,4.403,5.027,6.233,101.075,116.157,105.51,105.839,13.215,869.144,69.086,22.946333
2019/1/5 22:15,3.209,2.823,3.27,4.172,116.286,146.319,131.11,114.321,13.199,869.484,71.195,18.830666
2019/1/5 22:30,3.822,3.177,4.011,5.697,119.28,126.138,105.089,103.158,13.191,869.369,72.786,14.957667
2019/1/5 22:45,3.081,2.544,3.372,4.986,135.194,139.697,106.235,99.423,13.181,869.669,71.859,7.794
2019/1/5 23:00,2.169,2.443,1.969,2.082,151.306,178.026,150.404,113.887,13.173,869.966,70.385,5.969333
2019/1/5 23:15,2.524,1.303,2.353,3.638,125.177,153.947,119.492,102.561,13.163,869.994,69.246,16.574333
2019/1/5 23:30,3.107,4.428,6.224,7.457,92.043,95.706,93.061,102.526,13.159,869.812,69.716,46.549335
2019/1/5 23:45,4.586,6.202,7.267,8.147,84.369,98.198,95.318,102.023,13.15,869.727,67.645,66.652664
2019/1/6 0:00,4.611,5.67,6.81,7.508,83.552,94.863,97.027,103.193,13.135,869.797,66.253,65.76933
2019/1/6 0:15,4.307,5.239,6.276,6.769,79.56,92.266,92.652,102.432,13.127,869.74,67.393,56.57433
2019/1/6 0:30,5.245,5.138,6.045,6.845,75.826,89.399,91.797,96.77,13.123,869.384,67.198,44.246666
2019/1/6 0:45,5.245,5.315,6.353,7.15,79.548,91.26,90.315,95.762,13.113,869.369,66.645,33.011
2019/1/6 1:00,4.485,4.631,5.994,6.54,76.765,89.155,82.754,88.545,13.108,869.186,70.879,25.911333
2019/1/6 1:15,4.535,4.173,5.687,6.465,79.981,83.61,78.156,81.969,13.103,869.13,69.54,23.263666
2019/1/6 1:30,4.459,4.251,5.764,6.234,77.652,76.672,71.523,78.422,13.094,869.088,68.694,21.945
2019/1/6 1:45,4.51,4.505,6.019,6.643,85.725,82.907,76.88,83.714,13.085,869.172,67.067,17.877666
2019/1/6 2:00,3.489,4.022,5.027,5.518,92.7,79.723,75.983,80.578,13.082,869.34,71.487,9.100667
2019/1/6 2:15,3.642,2.519,3.55,4.302,109.826,93.657,73.01,81.103,13.068,869.569,69.987,4.762333
2019/1/6 2:30,3.387,2.037,2.863,3.101,117.597,88.392,74.06,87.469,13.066,869.826,70.326,4.177667
2019/1/6 2:45,4.357,3.56,3.959,4.505,119.047,119.48,99.602,103.509,13.057,870.12,71.164,6.529667
2019/1/6 3:00,3.668,2.544,3.423,4.098,175.206,155.563,107.956,103.37,13.049,870.647,65.629,3.112
2019/1/6 3:15,3.975,3.637,2.584,3.228,182.062,189.293,153.328,122.125,13.043,870.942,68.436,0.563667
2019/1/6 3:30,3.209,2.443,2.072,2.746,179.395,189.2,142.481,110.599,13.031,871.355,66.782,1.173333
2019/1/6 3:45,2.245,1.151,1.638,2.338,166.523,186.322,125.024,106.972,13.029,871.61,67.955,0.984
2019/1/6 4:00,1.46,0.796,1.131,0.423,163.96,194.707,167.482,97.883,13.021,871.948,66.831,0.948333
2019/1/6 4:15,1.561,0.365,1.105,1.496,97.145,105.393,76.8,65.401,13.013,871.933,68.04,0.679333
2019/1/6 4:30,2.017,1.404,1.637,1.979,58.138,49.105,42.108,65.892,13.005,872.076,65,0.82
2019/1/6 4:45,1.84,0.72,1.562,3.432,51.57,55.647,47.547,65.754,12.999,872.148,64.545,6.133
2019/1/6 5:00,2.575,3.613,4.596,6.029,56.792,67.824,65.146,75.641,12.992,871.933,64.67,28.743
2019/1/6 5:15,4.127,5.315,6.555,8.121,78.109,82.333,75.943,81.49,12.984,872.005,65.109,70.53266
2019/1/6 5:30,6.41,7.447,8.188,9.517,78.799,85.514,82.344,84.579,12.973,871.736,66.183,100.41633
2019/1/6 5:45,6.841,7.447,8.543,10.004,79.349,88.803,84.626,88.568,12.967,871.68,68.37,101.076
2019/1/6 6:00,7.018,8.517,10.351,11.302,88.604,95.682,85.163,84.005,12.957,871.568,68.804,100.309
2019/1/6 6:15,6.739,8.061,9.66,9.901,90.991,95.401,83.713,88.685,12.947,871.806,68.239,96.960335
2019/1/6 6:30,5.853,7.192,8.72,9.135,79.232,90.826,83.058,87.632,12.943,871.848,68.643,95.730995
2019/1/6 6:45,7.222,8.264,9.916,10.487,79.419,88.334,81.537,85.632,12.928,871.764,68.73,98.574
2019/1/6 7:00,7.069,8.872,10.935,10.665,85.023,95.098,87.516,92.991,12.923,871.919,68.282,101.64867
2019/1/6 7:15,6.233,7.703,9.636,10.386,81.829,92.862,86.742,93.47,12.918,872.177,69.547,103.041664
2019/1/6 7:30,5.777,7.728,9.788,10.538,84.836,96.84,90.324,97.297,12.906,872.376,70.804,102.78033
2019/1/6 7:45,5.954,8.06,10.147,9.85,87.422,93.857,83.081,89.949,12.897,872.572,70.869,104.544
2019/1/6 8:00,6.258,7.78,9.227,8.831,87.539,96.584,89.564,92.266,12.898,872.698,71.337,98.29466
2019/1/6 8:15,5.65,6.481,6.606,6.259,91.05,83.971,72.363,77.314,12.894,872.997,70.395,62.174
2019/1/6 8:30,5.067,5.847,6.224,6.26,86.51,82.262,72.211,78.086,12.885,873.38,68.122,29.958332
2019/1/6 8:45,4.231,4.986,5.918,5.342,86.885,99.906,88.92,87.973,12.882,873.733,69.178,15.019332
2019/1/6 9:00,4.053,4.071,4.444,4.072,89.612,75.184,61.003,63.963,12.877,873.991,69.87,6.352
2019/1/6 9:15,4.485,4.859,5.84,5.953,81.28,96.127,96.102,97.589,12.885,874.09,69.494,8.011667
2019/1/6 9:30,2.499,3.433,5.103,6.13,94.233,110.436,103.054,103.603,12.902,874.356,68.158,2.955666
2019/1/6 9:45,2.068,1.708,1.435,1.828,225.622,228.511,182.274,133.637,12.947,874.755,68.555,0.688333
2019/1/6 10:00,0.32,0.34,0.573,0.525,193.773,210.705,191.29,173.752,12.989,875.01,72.176,0.464
2019/1/6 10:15,1.637,1.48,2.122,0.577,187.562,196.171,197.997,184.179,13.027,875.362,66.776,0.542
2019/1/6 10:30,2.144,1.835,3.066,1.699,154.23,177.09,187.782,189.009,13.081,875.605,65.293,1.053667
2019/1/6 10:45,2.448,2.747,2.686,1.012,155.152,185.071,190.206,186.87,13.142,875.79,64.521,0.854
2019/1/6 11:00,3.259,3.97,3.678,2.848,178.892,199.882,196.361,190.136,13.222,875.846,66.046,0.925
2019/1/6 11:15,2.549,3,3.243,2.286,182.471,197.857,199.236,191.492,13.309,875.874,64.722,0.980667
2019/1/6 11:30,2.372,2.012,2.863,2.184,192.559,204.667,208.154,194.439,13.414,876.126,61.878,0.626
2019/1/6 11:45,2.701,2.341,2.736,2.771,186.625,197.599,196.711,211.475,13.509,876.556,59.021,0.492
2019/1/6 12:00,2.296,1.987,2.456,2.619,208.271,215.607,213.384,223.703,13.633,876.696,55.665,1.145667
2019/1/6 12:15,0.928,0.391,0.979,0.371,272.408,278.047,265.554,241.029,13.795,876.696,51.803,1.024667
2019/1/6 12:30,0.371,0.34,0.371,0.32,268.51,297.239,267.46,266.41,13.978,876.794,47.707,0.937667
2019/1/6 12:45,0.421,0.34,0.447,0.422,293.247,295.073,271.157,289.453,14.149,876.808,44.257,0.927
2019/1/6 13:00,0.903,0.441,0.852,0.806,320.017,76.74,340.877,15.104,14.679,876.668,44.176,1.008333
2019/1/6 13:15,1.536,1.201,1.893,2.26,19.795,28.104,29.402,41.114,14.925,876.612,49.219,0.638333
2019/1/6 13:30,3.694,3.178,3.448,3.102,73.253,80.799,72.13,72.388,14.916,876.654,52.577,1.296667
2019/1/6 13:45,2.93,2.848,3.041,3.025,73.101,79.408,69.335,71.216,14.902,876.569,53.315,3.525667
2019/1/6 14:00,3.031,2.848,3.117,3.509,104.458,105.463,92.71,92.535,14.906,876.398,52.651,4.834333
2019/1/6 14:15,2.448,2.291,2.761,2.592,92.782,99.496,93.424,93.996,14.9,876.441,52.342,3.012333
2019/1/6 14:30,1.207,1.151,1.869,1.318,81.093,82.332,84.274,88.546,14.881,876.441,51.266,2.490667
2019/1/6 14:45,1.916,1.379,1.842,1.19,137.709,131.191,114.168,114.976,14.877,876.71,49.196,3.489
2019/1/6 15:00,3.644,3.358,3.501,3.484,103.475,108.306,102.643,108.646,14.883,876.598,51.293,6.983333
2019/1/6 15:15,3.898,4.097,4.035,3.688,110.833,112.097,104.492,106.867,14.578,876.47,52.88,8.055666
2019/1/6 15:30,3.363,3.23,3.576,3.459,112.12,118.568,110.659,111.618,14.566,876.47,53.567,5.938
2019/1/6 15:45,3.209,3.204,3.499,3.28,110.062,116.11,108.319,111.712,14.564,876.569,53.802,4.878333
2019/1/6 16:00,3.081,3.076,3.321,3.178,117.736,118.917,109.652,111.114,14.561,876.498,52.658,5.165333
2019/1/6 16:15,3.415,3.255,3.526,3.28,93.517,101.849,93.167,95.787,14.57,876.512,50.271,6.465333
2019/1/6 16:30,4.383,4.428,4.545,4.529,62.196,69.732,62.29,69.345,14.577,876.498,49.036,11.308
2019/1/6 16:45,4.738,4.53,4.646,4.606,75.476,83.046,75.218,79.08,14.579,876.583,50.016,14.931
2019/1/6 17:00,4.687,4.809,4.824,4.657,74.189,80.987,74.505,80.343,14.588,876.47,51.081,20.717333
2019/1/6 17:15,5.143,5.315,5.586,5.799,73.698,80.871,74.915,82.613,14.594,876.155,53.038,26.425
2019/1/6 17:30,5.929,6.531,6.657,6.388,74.155,81.244,75.839,83.257,14.61,876.099,53.857,31.178333
2019/1/6 17:45,5.447,6.151,6.531,6.591,73.312,80.355,74.727,81.865,14.618,876.141,55.528,31.849667
2019/1/6 18:00,4.282,5.037,5.661,6.286,68.609,76.833,72.656,81.924,14.007,876.112,58.927,36.812668
2019/1/6 18:15,4.459,5.189,5.815,6.439,71.428,78.659,74.774,83.889,13.81,875.986,60.309,41.060665
2019/1/6 18:30,4.18,4.631,5.28,6.081,74.563,82.59,77.921,87.083,13.651,876.056,61.531,44.129997
2019/1/6 18:45,4.052,4.149,5.306,6.617,82.789,90.113,82.437,86.51,13.531,876.098,62.851,60.840664
2019/1/6 19:00,4.687,5.417,6.53,7.789,81.127,82.064,73.464,79.385,13.464,876.127,65.3,80.18
2019/1/6 19:15,4.586,5.746,6.759,7.739,80.66,81.689,76.19,83.76,13.413,876.198,66.861,92.66334
2019/1/6 19:30,6.081,6.988,8.008,9.035,78.003,82.016,76.834,85.151,13.383,876.056,68.029,122.94766
2019/1/6 19:45,7.172,8.365,9.202,10.716,77.699,83.105,78.204,86.241,13.35,876.071,67.504,142.278
2019/1/6 20:00,6.968,8.11,8.872,10.258,79.431,85.058,78.588,84.333,13.327,876.269,67.134,148.37633
2019/1/6 20:15,6.283,7.166,8.365,9.952,76.963,78.506,72.751,80.379,13.307,876.369,67.841,150.737
2019/1/6 20:30,5.346,6.354,7.269,8.426,71.732,78.846,73.382,82.883,13.297,876.398,68.179,156.136
2019/1/6 20:45,6.081,6.988,8.466,10.155,78.963,85.316,79.104,86.954,13.277,876.226,68.906,157.362
2019/1/6 21:00,7.273,9.024,10.35,12.145,76.283,83.152,78.237,85.925,13.267,876.169,69.197,151.78633
2019/1/6 21:15,7.479,9.353,10.783,10.818,81.373,87.819,82.977,91.762,13.253,876.07,70.331,121.631
2019/1/6 21:30,6.638,8.314,9.608,8.907,83.316,87.423,84.59,94.571,13.241,876.24,70.704,82.80666
2019/1/6 21:45,6.486,8.036,8.467,6.692,77.197,83.292,81.771,94.501,13.233,876.255,72.943,59.628
2019/1/6 22:00,5.878,6.506,6.147,5.29,81.842,90.921,92.103,105.37,13.223,876.255,73.133,40.132668
2019/1/6 22:15,5.397,6.227,6.404,6.003,79.805,81.256,81.29,99.191,13.219,876.355,73.185,37.464664
2019/1/6 22:30,4.991,6.329,6.455,6.845,68.374,73.159,77.652,93.799,13.204,876.341,72.457,37.905003
2019/1/6 22:45,5.473,5.265,5.559,6.668,70.621,81.138,81.654,98.688,13.199,876.298,74.528,35.771664
2019/1/6 23:00,4.307,5.087,6.556,7.891,79.372,90.125,93.26,102.434,13.191,876.326,72.29,38.06033
2019/1/6 23:15,5.194,5.645,6.045,7.61,73.827,86.3,88.323,99.555,13.178,876.226,69.66,43.794666
2019/1/6 23:30,5.321,5.746,7.37,8.171,78.331,91.986,88.182,90.02,13.175,876.212,68.16,58.196667
2019/1/6 23:45,5.675,6.531,8.238,8.527,82.005,98.572,88.638,85.959,13.169,876.07,69.759,82.221664
2019/1/7 0:00,5.549,6.557,8.72,10.284,77.29,96.77,90.956,93.436,13.161,876,69.948,120.52366
2019/1/7 0:15,6.891,8.821,11.676,11.738,89.294,97.097,85.667,89.691,13.152,875.818,70.973,156.00499
2019/1/7 0:30,7.274,9.505,12.008,12.119,87.469,98.818,90.452,88.557,13.145,875.662,70.251,181.33167
2019/1/7 0:45,6.866,9.303,11.318,11.917,89.247,98.115,86.872,91.6,13.128,875.719,70.303,188.53534
2019/1/7 1:00,5.979,7.575,9.994,11.916,84.719,97.753,91.143,94.851,13.13,875.748,70.484,177.45566
2019/1/7 1:15,5.726,6.709,8.745,11.175,78.964,95.904,95.143,94.37,13.121,875.762,69.523,160.99234
2019/1/7 1:30,5.701,6.912,8.999,11.992,78.074,91.856,88.335,97.577,13.109,875.691,70.683,147.19034
2019/1/7 1:45,5.422,6.151,7.983,10.665,78.635,91.341,87.539,92.02,13.106,875.663,70.284,138.51833
2019/1/7 2:00,5.397,5.645,7.497,10.665,74.423,90.57,90.382,94.441,13.101,875.775,69.651,141.94766
2019/1/7 2:15,6.41,6.835,8.897,11.405,77.642,90.663,89.493,93.823,13.091,875.748,69.442,158.024
2019/1/7 2:30,7.146,8.745,10.935,12.143,81.221,91.317,81.712,83.327,13.089,875.72,69.481,170.15565
2019/1/7 2:45,6.841,8.009,10.452,11.354,81.501,91.505,80.577,82.952,13.085,875.776,68.736,174.83034
2019/1/7 3:00,6.866,8.669,10.223,11.253,80.309,89.013,85.128,87.995,13.081,875.818,69.617,175.20833
2019/1/7 3:15,6.841,8.289,10.121,10.54,81.408,87.434,74.235,77.757,13.072,875.79,69.986,182.383
2019/1/7 3:30,7.122,8.923,11.038,11.202,79.969,88.031,78.109,83.035,13.067,875.958,69.598,193.90134
2019/1/7 3:45,7.479,9.733,11.879,12.575,82.847,89.879,82.414,86.24,13.064,875.986,70.82,197.957
2019/1/7 4:00,7.58,9.657,11.982,12.879,86.942,98.596,91.306,94.606,13.053,875.93,70.281,198.01967
2019/1/7 4:15,7.555,9.961,11.191,12.702,90.838,97.309,93.155,96.046,13.051,875.888,70.899,196.53133
2019/1/7 4:30,6.512,8.846,10.299,11.736,87.329,94.571,91.294,98.876,13.049,875.762,71.535,195.65298
2019/1/7 4:45,6.283,8.161,10.222,11.279,88.463,97.951,93.214,97.074,13.039,875.804,70.422,189.63533
2019/1/7 5:00,6.055,7.78,9.712,10.589,84.637,95.108,87.632,88.745,13.027,875.691,71.486,170.56499
2019/1/7 5:15,6.537,7.293,8.695,10.387,80.296,93.05,93.379,95.11,13.027,875.519,70.598,153.16234
2019/1/7 5:30,6.689,7.498,8.872,10.335,82.87,94.371,93.576,92.488,13.024,875.376,69.48,142.301
2019/1/7 5:45,6.03,6.912,8.39,10.462,84.286,93.682,93.039,97.682,13.013,875.305,69.954,133.02866
2019/1/7 6:00,6.815,7.882,9.202,11.201,82.952,91.927,90.077,94.337,13.006,875.192,70.879,138.84633
2019/1/7 6:15,6.562,7.805,9.942,11.048,82.286,94.197,90.568,95.986,13.002,875.08,70.702,141.746
2019/1/7 6:30,6.106,7.038,8.568,8.73,85.914,98.794,87.247,93.213,12.991,875.094,70.895,114.71733
2019/1/7 6:45,6.613,7.422,8.568,10.487,83.374,90.195,86.626,95.32,12.985,875.038,69.998,123.34133
2019/1/7 7:00,6.283,7.523,9.711,10.539,91.061,101.006,92.067,93.645,12.981,875.164,70.243,124.64067
2019/1/7 7:15,6.157,7.754,9.456,10.412,92.675,103.545,96.853,99.121,12.972,875.362,69.618,107.327995
2019/1/7 7:30,5.397,6.658,8.289,8.907,88.018,100.432,89.504,91.037,12.967,875.62,67.818,74.125336
2019/1/7 7:45,6.207,5.923,7.626,9.823,83.386,95.215,95.798,99.438,12.961,875.634,67.346,61.22033
2019/1/7 8:00,6.081,6.658,8.059,9.237,81.479,95.822,87.036,89.354,12.953,875.734,68.507,60.206997
2019/1/7 8:15,5.929,7.115,8.669,9.824,79.407,88.978,82.579,89.762,12.947,875.748,68.863,69.697334
2019/1/7 8:30,6.461,7.805,8.923,9.364,83.024,85.282,78.109,86.59,12.942,875.832,68.785,73.84634
2019/1/7 8:45,6.511,8.009,9.278,10.487,78.308,88.228,80.39,81.011,12.93,875.902,68.344,79.571335
2019/1/7 9:00,6.714,8.187,9.329,9.364,86.241,87.224,78.576,85.198,12.922,875.902,67.827,65.056
2019/1/7 9:15,6.41,7.294,8.847,9.263,93.681,97.637,87.351,90.533,12.923,876.028,66.785,63.092
2019/1/7 9:30,5.549,5.797,7.191,8.629,85.901,104.504,92.78,89.165,12.947,876.141,66.675,60.453
2019/1/7 9:45,4.611,5.037,6.81,8.223,78.05,99.811,97.964,93.646,12.969,876.198,66.487,60.074333
2019/1/7 10:00,4.865,4.859,6.658,7.943,76.729,99.425,93.308,89.563,13.011,876.183,64.929,57.857666
2019/1/7 10:15,4.941,4.479,6.657,7.995,79.63,100.619,95.939,92.442,13.053,876.255,64.572,59.391666
2019/1/7 10:30,4.941,5.315,7.19,8.197,73.687,99.017,95.635,93.32,13.102,876.355,65.412,61.241665
2019/1/7 10:45,4.687,5.569,7.19,8.198,81.549,96.478,87.597,88.522,13.179,876.498,63.073,57.889664
2019/1/7 11:00,4.687,5.315,6.962,8.274,80.46,90.816,90.862,93.822,13.222,876.455,61.942,62.146
2019/1/7 11:15,4.637,5.391,7.421,8.172,76.623,90.407,90.455,95.32,13.274,876.612,60.005,57.006668
2019/1/7 11:30,4.738,4.859,6.43,7.227,74.913,87.948,87.209,92.663,13.321,876.794,57.163,46.607666
2019/1/7 11:45,4.409,4.682,5.763,6.592,67.344,77.277,79.711,90.629,13.389,877.019,54.177,35.913
2019/1/7 12:00,5.295,5.543,6.122,6.719,62.395,75.312,77.103,86.112,13.455,877.219,52.721,32.249332
2019/1/7 12:15,5.447,5.391,5.969,6.668,57.727,70.633,71.393,87.27,13.574,877.419,50.604,27.637
2019/1/7 12:30,5.498,5.239,5.357,5.825,61.67,72.317,67.941,77.477,13.754,877.532,49.478,25.097334
2019/1/7 12:45,5.447,5.417,5.509,5.621,63.764,71.721,65.765,72.914,13.922,877.448,49.339,27.984
2019/1/7 13:00,6.131,6.228,6.249,6.234,71.72,76.646,73.861,80.356,14.334,877.448,47.434,38.595665
2019/1/7 13:15,5.447,5.467,5.74,5.673,68.246,76.05,70.68,75.289,14.919,877.32,48.716,48.001667
2019/1/7 13:30,6.562,6.202,6.401,6.36,55.047,64.433,59.657,68.515,14.915,877.133,49.258,48.14833
2019/1/7 13:45,6.716,6.633,6.734,6.693,63.191,70.608,66.713,74.388,14.901,876.935,49.344,48.833332
2019/1/7 14:00,6.309,6.304,6.453,6.693,67.205,76.272,68.526,75.909,14.894,876.85,49.18,51.354
2019/1/7 14:15,6.309,6.126,6.198,6.412,68.374,74.189,66.784,73.382,14.891,876.597,49.082,52.03533
2019/1/7 14:30,6.259,6.202,6.402,6.413,73.16,75.815,68.152,73.347,14.882,876.526,48.902,55.331
2019/1/7 14:45,6.233,6.05,6.275,6.387,68.047,73.218,67.122,73.136,14.875,876.441,49.01,55.555668
2019/1/7 15:00,6.588,6.684,6.734,6.82,61.834,67.193,60.745,67.673,14.87,876.341,46.9,54.289
2019/1/7 15:15,6.588,6.329,6.377,6.54,63.157,69.369,63.706,71.72,14.873,876.398,46.11,48.803333
2019/1/7 15:30,6.258,6.227,6.327,6.234,71.767,79.267,73.301,78.752,14.559,876.47,45.522,46.208
2019/1/7 15:45,5.853,5.923,6.07,5.978,71.849,79.43,72.645,75.593,14.557,876.47,46.447,43.586
2019/1/7 16:00,5.853,5.721,6.02,6.005,71.206,78.284,72.327,78.331,14.553,876.554,46.949,40.410667
2019/1/7 16:15,5.321,5.442,5.79,5.978,74.539,81.982,76.565,81.806,14.549,876.484,45.108,38.492332
2019/1/7 16:30,5.523,5.569,5.816,5.774,73.417,81.688,75.418,81.806,14.553,876.427,44.76,36.690998
2019/1/7 16:45,5.422,5.569,5.661,5.826,78.331,82.754,75.652,81.126,14.555,876.326,44.136,37.119667
2019/1/7 17:00,5.574,5.493,5.866,6.004,78.319,84.848,79.116,83.865,14.566,876.127,43.133,35.309334
2019/1/7 17:15,5.346,5.518,5.662,5.544,73.721,81.432,75.781,80.508,14.574,876.07,43.31,37.822666
2019/1/7 17:30,5.346,5.493,5.865,5.927,73.359,78.964,71.627,77.454,14.578,875.86,45.064,37.697666
2019/1/7 17:45,5.447,5.67,6.122,6.183,71.264,77.84,72.13,78.74,14.595,875.846,45.257,39.41733
2019/1/7 18:00,4.991,5.746,6.302,6.389,73.874,79.595,73.114,78.26,14.62,875.705,45.479,39.880333
2019/1/7 18:15,5.523,6.557,6.582,6.565,77.687,80.986,74.539,79.947,14.022,875.448,46.223,44.159668
2019/1/7 18:30,5.27,5.645,5.917,6.259,78.54,81.548,72.482,77.957,13.762,875.405,48.838,50.405003
2019/1/7 18:45,4.713,4.834,5.432,6.514,75.417,80.379,73.885,76.775,13.609,875.066,50.118,57.461334
2019/1/7 19:00,4.586,5.062,5.993,7.252,86.849,84.743,72.458,74.974,13.508,875.094,56.464,63.012665
2019/1/7 19:15,5.169,5.265,6.122,7.688,92.453,85.433,70.504,71.404,13.443,874.77,61.053,76.261
2019/1/7 19:30,6.207,5.949,7.115,8.907,98.151,89.528,75.266,74.773,13.405,874.526,61.237,92.22367
2019/1/7 19:45,6.613,6.405,7.37,9.237,93.132,93.33,77.254,73.313,13.374,874.441,59.813,107.10366
2019/1/7 20:00,6.233,7.013,7.601,9.11,90.418,94.417,80.578,76.318,13.347,874.286,59.917,112.763
2019/1/7 20:15,6.055,6.886,7.832,8.857,88.592,96.033,84.649,83.443,13.317,874.132,60.538,120.499
2019/1/7 20:30,6.639,7.574,8.416,9.798,89.785,96.758,90.932,89.447,13.305,874.019,60.799,133.00932
2019/1/7 20:45,6.587,7.345,8.644,10.691,85.936,96.338,91.691,94.688,13.292,873.877,59.649,151.13666
2019/1/7 21:00,6.005,7.014,8.745,10.767,85.806,96.384,91.552,94.031,13.277,873.877,60.319,157.004
2019/1/7 21:15,6.258,7.6,9.1,10.843,88.159,97.508,93.377,94.418,13.265,873.705,60.524,148.10966
2019/1/7 21:30,5.802,7.039,8.492,10.463,80.132,92.524,88.206,89.352,13.253,873.576,59.805,119.45734
2019/1/7 21:45,4.839,6.303,7.524,9.085,67.322,82.426,82.953,91.739,13.238,873.548,60.127,74.303
2019/1/7 22:00,5.523,6.177,5.942,6.871,57.868,71.754,80.109,90.312,13.233,873.225,60.681,49.93833
2019/1/7 22:15,5.346,5.746,5.533,7.023,64.959,74.248,82.204,81.979,13.222,873.084,62.308,45.153
2019/1/7 22:30,5.321,5.138,5.103,6.26,65.309,86.872,82.764,76.308,13.213,872.855,65.056,30.475668
2019/1/7 22:45,5.65,5.417,4.672,5.619,81.713,104.48,78.389,75.852,13.199,872.6,65.843,15.181999
2019/1/7 23:00,4.662,4.606,4.063,4.555,75.934,105.451,97.005,79.377,13.2,872.614,66.176,10.507666
2019/1/7 23:15,4.231,3.253,3.066,3.025,60.581,89.505,107.454,101.744,13.191,872.348,69.971,7.337333
2019/1/7 23:30,3.644,3.381,3.499,2.568,94.864,125.599,134.864,122.625,13.179,872.162,69.656,4.610333
2019/1/7 23:45,3.642,1.632,3.218,3.688,103.183,155.012,189.561,194.008,13.175,872.062,67.455,0.692667
2019/1/8 0:00,2.575,2.443,2.735,2.26,121.177,172.924,181.631,195.684,13.163,872.205,66.645,1.171333
2019/1/8 0:15,2.828,3.33,4.009,3.791,128.735,177.967,184.004,194.323,13.153,872.233,66.992,1.271667
2019/1/8 0:30,2.473,2.848,3.678,2.949,146.213,199.05,202.257,213.969,13.153,872.005,69.598,0.704667
2019/1/8 0:45,2.448,2.62,3.218,3.127,162.807,197.951,197.96,211.09,13.14,871.933,68.481,0.278
2019/1/8 1:00,2.676,2.772,3.37,3.152,164.024,201.169,199.493,205.295,13.136,871.862,65.931,0.648333
2019/1/8 1:15,2.068,2.24,2.914,2.771,159,200.092,202.798,205.33,13.13,871.708,67.333,1.936333
2019/1/8 1:30,2.676,3.101,3.346,3.586,150.893,188.449,189.494,198.066,13.119,871.484,67.043,1.094667
2019/1/8 1:45,2.727,3.127,2.889,2.209,120.521,173.943,178.085,191.318,13.114,871.384,67.324,0.243333
2019/1/8 2:00,2.904,2.012,1.943,1.571,102.796,168.105,183.57,199.743,13.108,871.126,66.915,1.083
2019/1/8 2:15,2.397,2.037,2.328,2.004,123.482,186.38,183.92,200.07,13.105,871.212,63.072,1.194667
2019/1/8 2:30,2.397,0.821,2.276,2.44,118.185,172.268,179.71,188.945,13.099,871.198,61.452,1.081
2019/1/8 2:45,2.98,0.771,2.122,1.851,119.503,153.248,173.045,188.49,13.089,871.269,59.091,0.94
2019/1/8 3:00,4.257,1.075,1.713,1.445,121.774,154.017,160.41,176.912,13.09,871.212,57.881,0.951667
2019/1/8 3:15,3.514,1.505,1.739,0.628,125.551,172.316,160.457,169.53,13.091,871.212,59.225,0.937
2019/1/8 3:30,2.879,0.416,0.725,0.32,117.593,159.016,153.915,169.18,13.085,871.227,59.464,0.924333
2019/1/8 3:45,3.183,1.379,1.842,0.91,118.99,143.067,133.103,165.95,13.082,871.169,58.225,0.931
2019/1/8 4:00,4.307,0.897,0.497,0.32,112.413,102.843,127.332,149.88,13.076,871.069,58.107,0.838
2019/1/8 4:15,4.485,3.23,2.481,1.342,102.677,135.333,120.79,103.627,13.069,870.746,60.574,0.527667
2019/1/8 4:30,4.611,3.56,3.066,2.693,111.232,131.203,126.956,130.151,13.07,870.419,59.98,0.652667
2019/1/8 4:45,4.687,3.434,3.78,2.363,115.209,136.854,126.511,130.465,13.061,870.434,58.082,1.004667
2019/1/8 5:00,4.611,2.392,2.122,1.47,105.368,120.566,101.59,75.675,13.052,870.106,59.114,0.274
2019/1/8 5:15,5.675,3.228,2.533,1.876,89.563,107.978,97.833,67.647,13.05,869.698,62.28,1.414333
2019/1/8 5:30,6.435,5.138,4.672,2.721,87.551,99.274,91.224,91.376,13.048,869.284,67.86,8.224333
2019/1/8 5:45,5.878,5.594,5.28,3.535,82.964,89.482,88.533,88.111,13.037,869.088,66.181,13.890666
